respondent_id,lhj_code,region,size,agency,supervisor_status,,pref_formats,pref_notify,pref_barriers,barriers_others,pref_location,other_topics,fam_train,prof_dev_train,pref_train_participated,pref_train_recat,pref_train_other
_420,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops)","Email,Digital Newsletter","Unaware of training events,Location",NA,Missoula,NA,I have created an account and taken some of the available trainings.,Yes,Other (please specify),Other (please specify),Infection Control Training - Missoula Public Health
_421,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Group meetings,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Meeting one on one with a mentor,Blended (combination of online and in-person components)",Email,"Unaware of training events,Can't leave department / no back up,Not allowed work time to participate",NA,"Helena,Kalispell ,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),Vaccinology Couse
_422,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Lectures,Retreats (1 or 2-day sessions),Meeting one on one with a mentor",Email,Topics that do not interest me,NA,Missoula,NA,I have created an account and taken some of the available trainings.,Yes,Other (please specify),Other (please specify),"HIPAA: Awareness, Allowable Disclosures and Safeguards, and Right to Acess and Documentation"
_423,SMA,Region 1,Medium,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Online learning (live workshops)",Email,"Location,Logistics of travel,Family Responsibilities,Topics that do not interest me",NA,"Billings,Miles City",NA,I have created an account.,Yes,"Montana Public Health 101,Virtual MT PHTC Trainings","Montana Public Health 101,Virtual MT PHTC Trainings",NA
_424,KNA,Region 5,Large,County Health Department,Non-supervisor,,Online learning (self-paced workshops),Email,"Location,Time of the year,Logistics of travel",NA,Missoula,NA,I have created an account and taken some of the available trainings.,Yes,2023 MT Public Health Summer Institute (Missoula),Summer Institute,NA
_425,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops",Digital Newsletter,Other (please specify),Recent hire,Missoula,NA,I have heard of it but not created an account.,No,NA,NA,NA
_426,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops)",Email,Unaware of training events,NA,Missoula,NA,I have heard of it but not created an account.,No,NA,NA,NA
_427,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Blended (combination of online and in-person components),Toolkit / Resource Manual","Email,Digital Newsletter","Unaware of training events,Topics that do not interest me,Costs",NA,"Great Falls,Helena,Kalispell ,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_428,STW,Region 5,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Retreats (1 or 2-day sessions),Multi-session series of trainings,Toolkit / Resource Manual",Email,"Time of the year,Logistics of travel,Costs",NA,"Kalispell ,Missoula",NA,I have created an account.,No,NA,NA,NA
_429,SMA,Region 1,Medium,County Health Department,Supervisor,,"Online learning (live workshops),Online learning (self-paced workshops)","Email,Digital Newsletter","Location,Costs",NA,"Billings,Glendive,Miles City",NA,I have created an account and taken some of the available trainings.,No,NA,NA,NA
_430,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Retreats (1 or 2-day sessions)",Email,"Unaware of training events,Costs",NA,"Butte,Helena,Kalispell ,Missoula",NA,I have created an account and taken some of the available trainings.,Yes,Other (please specify),Other (please specify),job specific training (breastfeeding)
_431,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Meeting one on one with a mentor",Email,"Not allowed work time to participate,Costs,Other (please specify)","My supervisor does not prioritize training and rarely offers training opportunities unless they are free. When they are offered, we are NOT granted designated/ un interrupted time to complete the free trainings during work time.",Missoula,none,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_432,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Meeting one on one with a mentor",Email,"Unaware of training events,Time of the year,Topics that do not interest me",NA,"Butte,Helena,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_433,MVU,Region 2,Small,County Health Department,Non-supervisor,,"Group meetings,Online learning (self-paced workshops),Blended (combination of online and in-person components)","Email,Connected Community","Location,Time of the year",NA,"Great Falls,Helena",NA,I have created an account.,Yes,2023 MT Public Health Summer Institute (Missoula),Summer Institute,NA
_434,MVU,Region 2,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops)","Email,Social media",Unaware of training events,NA,"Billings,Bozeman,Great Falls,Havre,Helena",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_435,JSO,Region 3,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Blended (combination of online and in-person components),Toolkit / Resource Manual",Email,Unaware of training events,NA,"Billings,Bozeman,Butte,Glasgow,Glendive,Great Falls,Havre,Helena,Kalispell ,Miles City ,Missoula ,Sidney",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_436,KNA,Region 5,Large,County Health Department,Non-supervisor,,Online learning (self-paced workshops),"Organization / Agency Websites,Other (please specify)",Unaware of training events,NA,"Helena,Missoula",NA,I have heard of it but not created an account.,No,NA,NA,NA
_437,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Lectures,Online learning (live workshops),Online learning (self-paced workshops)",Email,"Unaware of training events,Family Responsibilities",NA,"Bozeman,Butte,Helena,Kalispell ,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,"Confluence 2025 (Helena),Other (please specify)","Confluence,Other (please specify)","2023-2045 National Lifesavers Conference, 2023-2025 Montana Traffic Safety Conference, 2023-2025 Montana Car Seat Technician Updates"
_438,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Multi-session series of trainings,Blended (combination of online and in-person components),Job shadowing",Email,Unaware of training events,NA,Missoula,NA,I have heard of it but not created an account.,Yes,Other (please specify),Other (please specify),KnowB4 Training
_439,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops),Toolkit / Resource Manual",Digital Newsletter,"Logistics of travel,Topics that do not interest me,Other (please specify)",Finding time in a 20 hr/week position to manage my job duties and attend trainings,Missoula,NA,I have created an account and taken some of the available trainings.,Yes,Other (please specify),Other (please specify),Trainings provided directly by my department and by DPHHS for lifestyle coaches
_440,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Meeting one on one with a mentor,Job shadowing",Email,"Unaware of training events,Location,Logistics of travel,Costs",NA,"Butte,Great Falls,Helena,Kalispell ,Missoula","ICWA, Dependency and Neglect, Community Services, Culturally Relativity",I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_441,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops),Blended (combination of online and in-person components),Toolkit / Resource Manual",Email,"Location,Time of the year,Logistics of travel,Costs",NA,Missoula,NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,"Confluence 2024 (Missoula),APHA 2024 Annual Meeting","Confluence,APHA Annual Meeting",NA
_442,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Lectures,Retreats (1 or 2-day sessions),Blended (combination of online and in-person components)",Email,"Time of the year,Family Responsibilities,Can't leave department / no back up,Not allowed work time to participate",NA,"Billings,Bozeman,Butte,Kalispell ,Missoula",NA,I have created an account and taken some of the available trainings.,Yes,Other (please specify),Other (please specify),work related trainings
_443,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops",Email,Other (please specify),none,Missoula,NA,I have created an account and taken some of the available trainings.,Yes,Other (please specify),Other (please specify),"Certified Lactation Counselor, Montana breastfeeding Collaboration, Health Equity Training, Blood Born Pathogen"
_444,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Online learning (live workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Blended (combination of online and in-person components)",Email,Costs,NA,"Billings,Bozeman,Butte,Great Falls,Helena,Kalispell ,Missoula",NA,I have created an account.,Yes,"Confluence 2023 (Billings),Confluence 2024 (Missoula),Confluence 2025 (Helena),Virtual MT PHTC Trainings,Other (please specify)","Confluence,Confluence,Confluence,Virtual MT PHTC Trainings,Other (please specify)",2025 NACCHO 360 Annual Conference
_445,KNA,Region 5,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Multi-session series of trainings,Blended (combination of online and in-person components),Toolkit / Resource Manual","Email,Digital Newsletter,Organization / Agency Websites","Unaware of training events,Location,Time of the year,Logistics of travel,Costs",NA,"Missoula ,Other (please specify)",NA,I have heard of it but not created an account.,No,NA,NA,NA
