lhj_code,region,size,agency,supervisor_status,current_yrs,agency_yrs,ph_practice_yrs,ph_mangmt_yrs,f_love_job,f_treated_fairly,f_work_life_balance,f_paid_fairly,f_happy_input,f_manage_demands,f_psych_safe,f_voice_concerns,s_job,s_org,s_work_unit,s_supervisor,s_pay,s_benefits,s_treated_fair_age,s_treated_fair_race,s_treated_fair_gender,s_treated_fair_sex_orient,s_treated_fair_diability,s_sup_interpersonal_skills,s_belonging_work_unit,s_belonging_agency,comments,mental_emotional_health,s_comfort_using_PTO,s_able_complete_40hr,have_to_do_more,s_agency_mh_policy_support,burnout,considering_leaving,leaving_plans,leaving_plans_other,leaving_org_reasons,leaving_orgs_reasons_other,why_staying,why_staying_other,Retirement_year,gender,gender_other,race,Race_other,age,Degrees,assoc_degree_other,bach_degree_other,master_degree_other,publichealth_phd_other,phd_other,degree_pursuing,pursuing_degree_asso_other,pursuing_degree_bach_other,pursuing_degree_master_other,pursuing_degree_phPhd_other,pursuing_degree_phd_other,degree_concentration_other,primary_concentration_degree,primary_concentration_degree_other,current_credentials,current_credentials_list,credentials_interest,credentials_interest_list,credentials_interest_list_other
QLZ,Region 1,Frontier,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",3,8,8,3,Rarely,Usually,Usually,Almost Always,Sometimes,Usually,Usually,Usually,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Good,Agree,Agree,Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Job stability,Pay",NA,I am not planning to retire before 2030,Woman,NA,White,NA,58,"High school or equivalent,Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,Yes,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)",NA
QLZ,Region 1,Frontier,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,1,NA,Almost Always,Always,Almost Always,Almost Always,Almost Always,Usually,Almost Always,Always,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Very Good,Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job stability,Organizational climate / culture,Pride in the organization and its mission,Satisfaction with your supervisor,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,24,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Certified Community Health Worker,NA,Yes,Certified Community Health Worker,NA
CYQ,Region 5,Small,Tribal Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",2,17,NA,NA,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,NA,Fair,Disagree,Strongly Disagree,Agree,Disagree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Pay,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,American Indian or Alaska Native,NA,40,High school or equivalent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Not formally certified",NA,No,NA,NA
CYQ,Region 5,Small,Tribal Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",3,3,10,NA,Usually,Always,Almost Always,Sometimes,Usually,Almost Always,Always,Almost Always,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Excellent,Disagree,Strongly Agree,Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Job stability",NA,I am not planning to retire before 2030,Woman,NA,White,NA,38,MA/MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Registered Dietitian (RD)",NA,Yes,Certified in Public Health (CPH),NA
ZKQ,Region 2,Medium,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",0,0,0,NA,Usually,Usually,Usually,Rarely,Sometimes,Usually,Usually,Sometimes,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,NA,Excellent,Agree,Agree,Strongly Agree,Disagree,I have no symptoms of burnout,No,NA,NA,NA,NA,Pride in the organization and its mission,NA,I am not planning to retire before 2030,Woman,NA,White,NA,45,"Associate's degree in nursing,BS/BA,I am currently pursuing a degree",NA,NA,NA,NA,NA,BSN,NA,NA,NA,NA,NA,No,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,No,NA,NA
CKZ,Region 5,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",2,2,10,NA,Sometimes,Almost Always,Usually,Almost Always,Almost Always,Almost Always,Always,Almost Always,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,NA,Very Good,Strongly Agree,Strongly Agree,Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Job stability,Lack of stress,Pride in the organization and its mission",NA,I am not planning to retire before 2030,Woman,NA,White,NA,46,BSN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Nurse certification (RN, LPN, NP, BSN),Other Certification (please specify)",CPST,No,NA,NA
PLV,Region 2,Frontier,Tribal Health Department,Executive: member of senior executive service or equivalent,0,0,15,13,Almost Always,Always,Almost Always,Always,Always,Almost Always,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Very Good,Agree,Agree,Disagree,Strongly Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Exciting and challenging work,Job satisfaction,Job stability,Organizational climate / culture,Pride in the organization and its mission,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Satisfaction with your supervisor",NA,I am not planning to retire before 2030,Woman,NA,White,NA,55,"High school or equivalent,BS/BA,Other master's degree (please specify)",NA,NA,Management w/Healthcare Admin.,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,No,NA,NA
CYQ,Region 5,Small,Tribal Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,2,0,NA,Usually,Almost Always,Always,Usually,Usually,Almost Always,Always,Almost Always,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,NA,Very Good,Agree,Strongly Agree,Disagree,Disagree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Job stability,Organizational climate / culture",NA,I am not planning to retire before 2030,Woman,NA,"American Indian or Alaska Native,Hispanic or Latino",NA,57,High school or equivalent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not formally certified,NA,No,NA,NA
HPF,Region 4,Large,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",13,14,14,13,Almost Always,Almost Always,Usually,Usually,Almost Always,Usually,Almost Always,Almost Always,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,NA,Very Good,Strongly Agree,Agree,Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability,Organizational climate / culture,Pay,Remote work policies,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,48,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,No,NA,NA
QLZ,Region 1,Frontier,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",4,4,4,NA,Almost Always,Almost Always,Always,Always,Almost Always,Almost Always,Always,Almost Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,NA,Very Good,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability,Pay,Pride in the organization and its mission,Remote work policies,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Satisfaction with your supervisor,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,42,Associate's degree in nursing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,Yes,"Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH)",NA
STW,Region 5,Small,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",3,4,3,NA,Almost Always,Always,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,The team I am in work very closely together and I believe we have each others back.  It was not that way before.  So Thankful!!!!,Very Good,Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability,Satisfaction with your supervisor,Support from coworkers",NA,2028,Woman,NA,White,NA,62,High school or equivalent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not formally certified,NA,No,NA,NA
QLZ,Region 1,Frontier,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",16,16,16,NA,Almost Always,Always,Usually,Always,Always,Always,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"We have a great team here, we just need to have some cross training done.",Good,Strongly Agree,Strongly Agree,Agree,Agree,I have one or more symptoms of burnout that won't go away,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability,Pay,Pride in the organization and its mission,Satisfaction with your supervisor,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,54,Other associate degree (please specify),arts and science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,No,NA,NA
CKZ,Region 5,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",14,14,14,NA,Usually,Always,Always,Always,Always,Always,Always,Always,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,NA,Very Good,Strongly Agree,Strongly Agree,Agree,Agree,I have one or more symptoms of burnout that come and go away,Yes,Retire,NA,Retirement,NA,NA,NA,2026,Woman,NA,White,NA,66,High school or equivalent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not formally certified,NA,No,NA,NA
CKZ,Region 5,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",0,0,0,NA,Always,Always,Usually,Usually,Almost Always,Always,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have only been here for a month, but everyone has been so helpful and kind.",Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Job satisfaction,Job stability,Lack of stress,Opportunities for advancement,Satisfaction with your supervisor,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,40,High school or equivalent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not formally certified,NA,Yes,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified in Public Health (CPH),Registered Dietitian (RD)",NA
CKZ,Region 5,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,13,1,NA,Always,Always,Almost Always,Almost Always,Always,Always,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I believe we have a very professional, highly functional team.  Everyone is an important part of the team and is givin appropriate consideration.  Toigether we strive to provide the highest quality of service to our community.",Excellent,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Job satisfaction,Job stability,Opportunities for advancement,Pride in the organization and its mission,Satisfaction with your supervisor,Support from coworkers,Other (please specify)",I am greatful to be part of a positive force doing important work in our community.,I am not planning to retire before 2030,Woman,NA,White,NA,55,Other associate degree (please specify),Medical Assistant/Phlebotomist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Laboratory Certification,Other Certification (please specify)",Medical Assistant/Phelebotomist,Yes,"Certified Community Health Worker,Certified in Public Health (CPH)",NA
OUG,Region 3,Medium,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",4,4,4,4,Usually,Usually,Sometimes,Sometimes,Sometimes,Sometimes,Usually,Usually,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,NA,Good,Disagree,Disagree,Agree,Disagree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Job stability,Pride in the organization and its mission",NA,I am not planning to retire before 2030,Woman,NA,White,NA,36,"High school or equivalent,Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certified Community Health Worker,Nurse certification (RN, LPN, NP, BSN)",NA,Yes,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified Professional - Food Safety (CP-FS) and/or Certified Foodborne Outbreak Investigator,Certified in Public Health (CPH),Infection Control Certification (CIC)",NA
MVU,Region 2,Small,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",0,0,6,NA,Usually,Almost Always,Almost Always,Usually,Almost Always,Almost Always,Almost Always,Almost Always,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,NA,Good,Strongly Agree,Strongly Agree,Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Remote work policies",NA,I am not planning to retire before 2030,Woman,NA,White,NA,32,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,No,NA,NA
